tmc,seq_num,from_meas,to_meas,distance,route_id,seg_begin,seg_end,spd_limit,shape_Length,firstnm
129+04187,19,19.25760222,21.96093947,2.720561883,SR3 NB,MA-3/Tremont St/Exit 10,MA-14/Exit 11,60,4373.189514,RT-14/Exit 11
129P04187,20,21.96093947,22.34621454,0.38815489,SR3 NB,MA-14/Exit 11,MA-14/Exit 11,60,623.2375638,RT-14/Exit 11
129+04188,21,22.34621454,26.4589218,4.134684958,SR3 NB,MA-14/Exit 11,MA-139/Church St/Exit 12,60,6654.160244,RT-139/Church St/Exit 12
129P04188,22,26.4589218,26.63456565,0.176015168,SR3 NB,MA-139/Church St/Exit 12,MA-139/Church St/Exit 12,60,284.0910539,RT-139/Church St/Exit 12
129+04189,23,26.63456565,31.24813424,4.630885426,SR3 NB,MA-139/Church St/Exit 12,MA-53/Washington St/Exit 13,60,7463.355855,RT-53/Washington St/Exit 13
129P04189,24,31.24813424,31.39839597,0.15108989,SR3 NB,MA-53/Washington St/Exit 13,MA-53/Washington St/Exit 13,60,243.0576848,RT-53/Washington St/Exit 13
129+04190,25,31.39839597,33.84708771,2.457658534,SR3 NB,MA-53/Washington St/Exit 13,MA-228/Hingham St/Exit 14,60,3961.253306,RT-228/Hingham St/Exit 14
129P04190,26,33.84708771,34.02282594,0.17633782,SR3 NB,MA-228/Hingham St/Exit 14,MA-228/Hingham St/Exit 14,60,284.2705375,RT-228/Hingham St/Exit 14
129+04191,27,34.02282594,35.5921288,1.573686835,SR3 NB,MA-228/Hingham St/Exit 14,Derby St/Exit 15,60,2538.149093,Derby St/Exit 15
129P04191,28,35.5921288,35.76832601,0.176411416,SR3 NB,Derby St/Exit 15,Derby St/Exit 15,60,285.0717339,Derby St/Exit 15
129+04192,29,35.76832601,37.67157368,1.909953882,SR3 NB,Derby St/Exit 15,MA-18/Main St/Exit 16,60,3078.915016,RT-18/Main St/Exit 16
129P04192,30,37.67157368,38.05278796,0.381908138,SR3 NB,MA-18/Main St/Exit 16,MA-18/Main St/Exit 16,60,616.8547395,RT-18/Main St/Exit 16
129+04193,31,38.05278796,39.99600276,1.950140896,SR3 NB,MA-18/Main St/Exit 16,Union St/Exit 17,60,3143.31082,Union St/Exit 17
129P04193,32,39.99600276,40.62984873,0.63850285,SR3 NB,Union St/Exit 17,Union St/Exit 17,55,1025.677011,Union St/Exit 17
129+04194,33,40.62984873,41.58341101,0.958029423,SR3 NB,Union St/Exit 17,Thomas E Burgin Pkwy/Exit 19,55,1542.472307,Thomas S Burgin Pky/Exit 19
129P04194,34,41.58341101,41.9752266,0.392491043,SR3 NB,Thomas E Burgin Pkwy/Exit 19,Thomas E Burgin Pkwy/Exit 19,55,633.2156431,Thomas S Burgin Pky/Exit 19
129+04195,35,41.9752266,42.00964559,0.035164905,SR3 NB,Thomas E Burgin Pkwy/Exit 19,I-93,55,55.70964992,I-93
129P04195,36,42.00964559,42.06181718,0.05314544,SR3 NB,Exit 19,Exit 19,50,84.43596526,I-93
