tmc,seq_num,from_meas,to_meas,distance,route_id,seg_begin,seg_end,lanes,spd_limit,shape_Length,firstnm
129+04320,11,108.9220637,110.4105137,1.462146079,I495 NB,MA-97/Broadway/Exit 50,MA-125/Main St/Exit 51,3,65,2355.197456,RT-125/Main St/Exit 51
129P04319,12,108.3107526,108.9220637,0.602406893,I495 NB,MA-97/Broadway/Exit 50,MA-97/Broadway/Exit 50,3,65,967.7300373,RT-97/Broadway/Exit 50
129+04319,13,108.2720176,108.3107526,0.039220743,I495 NB,MA-110/MA-113/River St/Exit 49,MA-110/MA-113/River St/Exit 49,3,65,61.4074259,RT-97/Broadway/Exit 50
129P04318,14,108.0534639,108.2720176,0.215062317,I495 NB,MA-110/MA-113/River St/Exit 49,MA-110/MA-113/River St/Exit 49,3,65,345.8654184,River St/RT-110/RT-113/Exit 49
129+04318,15,107.5897495,108.0534639,0.455225618,I495 NB,Exit 48/Connector to MA-125,MA-110/MA-113/River St/Exit 49,3,65,734.0768442,River St/RT-110/RT-113/Exit 49
129P04317,16,107.2141483,107.5897495,0.370532197,I495 NB,Exit 48/Connector to MA-125,Exit 48/Connector to MA-125,3,65,594.7295359,RT-125-CONN/Exit 48
129+04317,17,105.5986782,107.2141483,1.587789165,I495 NB,MA-213/Exit 47,Exit 48/Connector to MA-125,4,65,2557.031795,RT-125-CONN/Exit 48
129P04316,18,105.3500218,105.5986782,0.243467494,I495 NB,MA-213/Exit 47,MA-213/Exit 47,3,65,391.9999622,RT-213/Exit 47
129+04316,19,104.7476826,105.3500218,0.592033377,I495 NB,MA-110/Merrimack St/Exit 46,MA-213/Exit 47,3,65,952.7652976,RT-213/Exit 47
129P04315,20,104.6897209,104.7476826,0.055720873,I495 NB,MA-110/Merrimack St/Exit 46,MA-110/Merrimack St/Exit 46,3,65,91.79631511,RT-110/Merrimack St/Exit 46
129+04315,21,103.4844674,104.6897209,1.187714153,I495 NB,Merrimack St/ Exit 44 Marston St/Exit 45,MA-110/Merrimack St/Exit 46,3,60,1908.884856,RT-110/Merrimack St/Exit 46
129P04314,22,102.5816956,103.4844674,0.88853251,I495 NB,Massachusetts Ave/Exit 43,Merrimack St/ Exit 44 Marston St/Exit 45,3,55,1429.277652,Marston St/Merrimack St
129+04314,23,102.5148067,102.5816956,0.065616429,I495 NB,Massachusetts Ave/Exit 43,Massachusetts Ave/Exit 43,3,55,105.7203518,Marston St/Merrimack St
129P04313,24,102.3001348,102.5148067,0.209630241,I495 NB,Massachusetts Ave/Exit 43,Massachusetts Ave/Exit 43,3,55,339.5824117,Massachusetts Ave/Exit 43
129+04313,25,101.9204712,102.3001348,0.373331637,I495 NB,MA-114/Exit 42,Massachusetts Ave/Exit 43,3,55,600.9229729,Massachusetts Ave/Exit 43
129P04312,26,101.405961,101.9204712,0.506769833,I495 NB,MA-114/Exit 42,MA-114/Exit 42,3,55,815.3281767,RT-114/Exit 42
129+04312,27,101.2052158,101.405961,0.19780367,I495 NB,MA-28/Exit 41,MA-114/Exit 42,3,55,318.3407848,RT-114/Exit 42
129P04311,28,100.6508998,101.2052158,0.545299047,I495 NB,MA-28/Exit 41,MA-28/Exit 41,3,55,878.3847341,RT-28/Exit 41
129+04311,29,98.7337933,100.6508998,1.880796469,I495 NB,I-93/Exit 40,MA-28/Exit 41,3,65,3033.953708,RT-28/Exit 41
129P04310,30,98.2241333,98.7337933,0.500987628,I495 NB,I-93/Exit 40,I-93/Exit 40,3,65,806.4268362,I-93/Exit 40
129+04310,31,96.02128182,98.2241333,2.164249076,I495 NB,MA-133/Andover St/Exit 39,I-93/Exit 40,3,65,3487.578248,I-93/Exit 40
129P04309,32,95.72959385,96.02128182,0.285974033,I495 NB,MA-133/Andover St/Exit 39,MA-133/Andover St/Exit 39,3,65,461.7650829,RT-133/Andover St/Exit 39
129+04309,33,93.96481869,95.72959385,1.730894611,I495 NB,MA-38/Main St/Exit 38,MA-133/Andover St/Exit 39,3,65,2794.063392,RT-133/Andover St/Exit 39
129P04308,34,93.77266745,93.96481869,0.188048355,I495 NB,MA-38/Main St/Exit 38,MA-38/Main St/Exit 38,3,65,304.0575108,RT-38/Main St/Exit 38
129+04308,35,92.72432945,93.77266745,1.030676858,I495 NB,Woburn St/Exit 37,MA-38/Main St/Exit 38,3,65,1659.500972,RT-38/Main St/Exit 38
129P04307,36,92.4063875,92.72432945,0.312229534,I495 NB,Woburn St/Exit 37,Woburn St/Exit 37,3,65,503.6274555,Woburn St/Exit 37
129+04307,37,91.29562901,92.4063875,1.090655734,I495 NB,US-3/Exit 35B & 35C,Woburn St/Exit 37,3,65,1758.367135,Woburn St/Exit 37
129P04306,38,89.98447397,91.29562901,1.287707458,I495 NB,US-3/Exit 35B & 35C,US-3/Exit 35B & 35C,3,65,2076.603572,US-3/Lowell Conn/Exit 35/Exit 36
129+04306,39,89.70180773,89.98447397,0.276746909,I495 NB,MA-110/Chelmsford St/Exit 34,US-3/Exit 35B & 35C,3,65,447.2579825,US-3/Lowell Conn/Exit 35/Exit 36
129P04305,40,89.50351936,89.70180773,0.19498141,I495 NB,MA-110/Chelmsford St/Exit 34,MA-110/Chelmsford St/Exit 34,3,65,313.8798059,RT-110/Chelmsford St/Exit 34
129+04305,41,88.99724133,89.50351936,0.496914011,I495 NB,MA-4/North Rd/Exit 33,MA-110/Chelmsford St/Exit 34,3,65,801.4852655,RT-110/Chelmsford St/Exit 34
129P04304,42,88.76428814,88.99724133,0.227781376,I495 NB,MA-4/North Rd/Exit 33,MA-4/North Rd/Exit 33,3,65,368.6137041,RT-4/North Rd/Exit 33
129+04304,43,84.78066475,88.76428814,3.911518301,I495 NB,Boston Rd/Exit 32,MA-4/North Rd/Exit 33,3,65,6305.714979,RT-4/North Rd/Exit 33
129P04303,44,84.31593814,84.78066475,0.457603346,I495 NB,Boston Rd/Exit 32,Boston Rd/Exit 32,3,65,735.6975604,Boston Rd/Exit 32
129+04303,45,81.74455478,84.31593814,2.52323207,I495 NB,MA-119/Great Rd/Exit 31,Boston Rd/Exit 32,3,65,4070.756592,Boston Rd/Exit 32
129P04302,46,81.49916493,81.74455478,0.241031857,I495 NB,MA-119/Great Rd/Exit 31,MA-119/Great Rd/Exit 31,3,65,388.469188,RT-119/Great Rd/Exit 31
129+04302,47,80.36643575,81.49916493,1.112502766,I495 NB,MA-110/MA-2A/King St/Exit 30,MA-119/Great Rd/Exit 31,3,65,1792.344328,RT-119/Great Rd/Exit 31
129P04301,48,80.08280674,80.36643575,0.279480777,I495 NB,MA-110/MA-2A/King St/Exit 30,MA-110/MA-2A/King St/Exit 30,3,65,449.0050137,RT-2A/RT-110/King St/Exit 30
129+04301,49,79.14593426,80.08280674,0.922164746,I495 NB,MA-2/Exit 29,MA-110/MA-2A/King St/Exit 30,3,65,1483.293795,RT-2A/RT-110/King St/Exit 30
129P04300,50,78.481883,79.14593426,0.652063399,I495 NB,MA-2/Exit 29,MA-2/Exit 29,3,65,1049.601814,RT-2/Exit 29
129+04300,51,76.06740862,78.481883,2.372820071,I495 NB,MA-111/Exit 28,MA-2/Exit 29,3,65,3822.211019,RT-2/Exit 29
129P04299,52,75.83428334,76.06740862,0.229818682,I495 NB,MA-111/Exit 28,MA-111/Exit 28,3,65,369.0530377,RT-111/Exit 28
129+04299,53,71.37616837,75.83428334,4.383842333,I495 NB,MA-117/Main St/Exit 27,MA-111/Exit 28,3,65,7057.07249,RT-111/Exit 28
129P04298,54,71.11075837,71.37616837,0.26014888,I495 NB,MA-117/Main St/Exit 27,MA-117/Main St/Exit 27,3,65,420.3583904,RT-117/Main St/Exit 27
129+04298,55,68.33494781,71.11075837,2.731981516,I495 NB,MA-62/Exit 26,MA-117/Main St/Exit 27,3,65,4394.167217,RT-117/Main St/Exit 27
129P04297,56,68.07348863,68.33494781,0.257479448,I495 NB,MA-62/Exit 26,MA-62/Exit 26,3,65,413.9278189,RT-62/Exit 26
129+04297,57,66.22061023,68.07348863,1.823061938,I495 NB,I-290/Exit 25,MA-62/Exit 26,3,65,2932.896825,RT-62/Exit 26
129P04296,58,65.61185046,66.22061023,0.598436985,I495 NB,I-290/Exit 25,I-290/Exit 25,3,65,963.0360098,I-290/Exit 25
129+04296,59,64.40875421,65.61185046,1.182773583,I495 NB,US-20/Lakeside Ave/Exit 24,I-290/Exit 25,3,65,1904.978794,I-290/Exit 25
129P04295,60,63.89611599,64.40875421,0.50557824,I495 NB,US-20/Lakeside Ave/Exit 24,US-20/Lakeside Ave/Exit 24,3,65,811.6296567,US-20/Lakeside Ave/Exit 24
129+04295,61,60.65459369,63.89611599,3.192821126,I495 NB,MA-9/Turnpike Rd/Exit 23,US-20/Lakeside Ave/Exit 24,3,65,5131.483533,US-20/Lakeside Ave/Exit 24
129P04294,62,60.13447951,60.65459369,0.512630087,I495 NB,MA-9/Turnpike Rd/Exit 23,MA-9/Turnpike Rd/Exit 23,4,65,823.3466492,RT-9/Turnpike Rd/Exit 23
129+04294,63,58.78796811,60.13447951,1.325596557,I495 NB,I-90/Exit 22,MA-9/Turnpike Rd/Exit 23,4,65,2131.688564,RT-9/Turnpike Rd/Exit 23
129P04293,64,58.58162933,58.78796811,0.203287082,I495 NB,I-90/Exit 22,I-90/Exit 22,3,65,326.9102836,I-90/Exit 22
129+04293,65,55.3273843,58.58162933,3.204855389,I495 NB,Main St/Exit 21,I-90/Exit 22,3,65,5152.217055,I-90/Exit 22
129P04292,66,54.76121988,55.3273843,0.556849443,I495 NB,Main St/Exit 21,Main St/Exit 21,3,65,896.016645,Main St/Exit 21
129+04292,67,51.29821379,54.76121988,3.407000645,I495 NB,MA-85/Cedar St/Exit 20,Main St/Exit 21,3,65,5481.395601,Main St/Exit 21
129P04291,68,50.86434118,51.29821379,0.427130921,I495 NB,MA-85/Cedar St/Exit 20,MA-85/Cedar St/Exit 20,3,65,686.8200314,RT-85/Cedar St/Exit 20
129+04291,69,49.34377769,50.86434118,1.494945467,I495 NB,MA-109/Exit 19,MA-85/Cedar St/Exit 20,3,65,2408.692029,RT-85/Cedar St/Exit 20
129P04290,70,48.87466076,49.34377769,0.462459571,I495 NB,MA-109/Exit 19,MA-109/Exit 19,3,65,742.5384149,RT-109/Exit 19
129+04290,71,46.52811394,48.87466076,2.309685288,I495 NB,MA-126/Hartford Ave/Exit 18,MA-109/Exit 19,3,65,3714.459314,RT-109/Exit 19
129P04289,72,46.30072383,46.52811394,0.222823493,I495 NB,MA-126/Hartford Ave/Exit 18,MA-126/Hartford Ave/Exit 18,3,65,359.9078424,RT-126/Hartford Ave/Exit 18
129+04289,73,44.16082225,46.30072383,2.101288737,I495 NB,MA-140/Central St/Exit 17,MA-126/Hartford Ave/Exit 18,3,65,3387.560991,RT-126/Hartford Ave/Exit 18
129P04288,74,43.67149075,44.16082225,0.481011183,I495 NB,MA-140/Central St/Exit 17,MA-140/Central St/Exit 17,3,65,774.7448828,RT-140/Central St/Exit 17
129+04288,75,41.80822379,43.67149075,1.83397106,I495 NB,King St/Exit 16,MA-140/Central St/Exit 17,3,65,2949.852886,RT-140/Central St/Exit 17
129P04287,76,41.42136719,41.80822379,0.380923403,I495 NB,King St/Exit 16,King St/Exit 16,3,65,612.2038037,King St/Exit 16
129+04287,77,38.14772191,41.42136719,3.216878497,I495 NB,MA-1A/South St/Exit 15,King St/Exit 16,3,65,5182.228063,King St/Exit 16
129P04286,78,37.96952679,38.14772191,0.175006435,I495 NB,MA-1A/South St/Exit 15,MA-1A/South St/Exit 15,3,65,282.1646862,RT-1A/South St/Exit 15
129+04286,79,36.41939274,37.96952679,1.519498758,I495 NB,US-1/Exit 14,MA-1A/South St/Exit 15,3,65,2454.063,RT-1A/South St/Exit 15
129P04285,80,35.89806921,36.41939274,0.510001101,I495 NB,US-1/Exit 14,US-1/Exit 14,3,65,825.3339483,US-1/Exit 14
129+04285,81,33.67974162,35.89806921,2.177109223,I495 NB,I-95/Exit 13,US-1/Exit 14,3,65,3511.934788,US-1/Exit 14
129P04284,82,33.1494508,33.67974162,0.520654304,I495 NB,I-95/Exit 13,I-95/Exit 13,4,65,839.5848215,I-95 (Mansfield)/Exit 13
129+04284,83,31.68061172,33.1494508,1.442078366,I495 NB,MA-140/Exit 11-12,I-95/Exit 13,3,65,2325.712429,I-95 (Mansfield)/Exit 13
129P04283,84,30.48273768,31.68061172,1.175832892,I495 NB,MA-140/Exit 11-12,MA-140/Exit 11-12,3,65,1896.116502,RT-140/Exit 11/Exit 12
129+04283,85,27.70397134,30.48273768,2.72841458,I495 NB,MA-123/Main St/Exit 10,MA-140/Exit 11-12,3,65,4399.814092,RT-140/Exit 11/Exit 12
129P04282,86,27.11190994,27.70397134,0.582652477,I495 NB,MA-123/Main St/Exit 10,MA-123/Main St/Exit 10,3,65,937.6535299,RT-123/Main St/Exit 10
129+04282,87,25.22755558,27.11190994,1.85008013,I495 NB,Bay St/Exit 9,MA-123/Main St/Exit 10,3,65,2983.133901,RT-123/Main St/Exit 10
129P04281,88,24.58009047,25.22755558,0.634763161,I495 NB,Bay St/Exit 9,Bay St/Exit 9,3,65,1025.005961,Bay St/Exit 9
129+04281,89,22.34128539,24.58009047,2.198145023,I495 NB,MA-138/Broadway/Exit 8,Bay St/Exit 9,3,65,3544.164195,Bay St/Exit 9
129P04280,90,21.75008975,22.34128539,0.580186996,I495 NB,MA-138/Broadway/Exit 8,MA-138/Broadway/Exit 8,3,65,935.8849893,RT-138/Broadway/Exit 8
129+04280,91,20.17490197,21.75008975,1.545305213,I495 NB,MA-24/Exit 7,MA-138/Broadway/Exit 8,3,65,2493.913098,RT-138/Broadway/Exit 8
129P04279,92,18.89990236,20.17490197,1.25293341,I495 NB,MA-24/Exit 7,MA-24/Exit 7,3,65,2019.00691,RT-24/Exit 7
129+04279,93,15.18768304,18.89990236,3.64928827,I495 NB,US-44/Harding St/Exit 6,MA-24/Exit 7,3,65,5876.217716,RT-24/Exit 7
129P04278,94,15.01158329,15.18768304,0.172184325,I495 NB,US-44/Harding St/Exit 6,US-44/Harding St/Exit 6,2,65,278.7749764,US-44/Harding St/Exit 6
129+04278,95,14.50160954,15.01158329,0.501512629,I495 NB,MA-18/Bedford St/Exit 5,US-44/Harding St/Exit 6,2,65,807.2958231,US-44/Harding St/Exit 6
129P04277,96,14.31716499,14.50160954,0.180706172,I495 NB,MA-18/Bedford St/Exit 5,MA-18/Bedford St/Exit 5,2,65,291.9790592,RT-18/Bedford St/Exit 5
129+04277,97,12.23572726,14.31716499,2.043570212,I495 NB,MA-105/Main St/Exit 4,MA-18/Bedford St/Exit 5,2,65,3295.00274,RT-18/Bedford St/Exit 5
129P04276,98,12.05049112,12.23572726,0.181883534,I495 NB,MA-105/Main St/Exit 4,MA-105/Main St/Exit 4,2,65,293.2483842,RT-105/Main St/Exit 4
129+04276,99,7.687997542,12.05049112,4.283805242,I495 NB,MA-28/Exit 3,MA-105/Main St/Exit 4,2,65,6905.624474,RT-105/Main St/Exit 4
129P04275,100,7.520609523,7.687997542,0.163398651,I495 NB,MA-28/Exit 3,MA-28/Exit 3,2,65,264.9841462,RT-28/Exit 3
129+04275,101,2.515663318,7.520609523,4.914683717,I495 NB,MA-58/Exit 2,MA-28/Exit 3,2,65,7923.130224,RT-28/Exit 3
129P04274,102,2.302384012,2.515663318,0.209231489,I495 NB,MA-58/Exit 2,MA-58/Exit 2,2,65,337.8214698,RT-58/Exit 2
129+04274,103,0.181206318,2.302384012,2.083825617,I495 NB,xit 1/I-195/MA-25,MA-58/Exit 2,2,65,3357.709766,RT-58/Exit 2
129P04273,104,0,0.181206318,0.287704802,I495 NB,Exit 1/I-195/MA-25,Exit 1/I-195/MA-25,2,65,465.0512799,I-195
