tmc,seq_num,from_meas,to_meas,distance,route_id,seg_begin,seg_end,lanes,spd_limit,shape_Length,firstnm
129N04137,17,12.4213596,12.6637712,0.23824321,I93 SB,MA-62/Exit 40,MA-62/Exit 40,4,65,383.8689769,RT-62/Exit 40
129-04136,18,12.6637712,13.82677049,1.147163244,I93 SB,MA-62/Exit 40,Concord St/Exit 39,4,65,1848.640878,Concord St/Exit 39
129N04136,19,13.82677049,14.04765989,0.218083461,I93 SB,Concord St/Exit 39,Concord St/Exit 39,4,65,350.8977089,Concord St/Exit 39
129-04135,20,14.04765989,15.33981235,1.276802866,I93 SB,Concord St/Exit 39,MA-129/Exit 38,4,65,2053.277703,RT-129/Exit 38
129N04135,21,15.33981235,15.56307211,0.220446075,I93 SB,MA-129/Exit 38,MA-129/Exit 38,4,65,354.5586296,RT-129/Exit 38
129-16182,22,15.56307211,16.27181712,0.701662334,I93 SB,MA-129/Exit 38,Commerce Way/Exit 37C,4,65,1125.232136,Atlantic Ave/Exit 37C
129N16182,23,16.27181712,16.75719323,0.477590608,I93 SB,Commerce Way/Exit 37C,Commerce Way/Exit 37C,4,65,769.4117732,Atlantic Ave/Exit 37C
129-04134,24,16.75719323,17.74605064,0.975400585,I93 SB,Commerce Way/Exit 37C,I-95/MA-128/Exit 37,4,65,1570.857274,I-95/RT-128/Exit 37
129N04134,25,17.74605064,18.30216229,0.549895598,I93 SB,I-95/MA-128/Exit 37,I-95/MA-128/Exit 37,4,65,884.4884683,I-95/RT-128/Exit 37
129-04133,26,18.30216229,19.34951671,1.0341986,I93 SB,I-95/MA-128/Exit 37,Montvale Ave/Exit 36,4,65,1663.595739,Montvale Ave/Exit 36
129N04133,27,19.34951671,19.78075798,0.426102739,I93 SB,Montvale Ave/Exit 36,Montvale Ave/Exit 36,4,65,684.6433781,Montvale Ave/Exit 36
129-04132,28,19.78075798,20.23283744,0.445539558,I93 SB,Montvale Ave/Exit 36,Fallon Rd/Exit 35,4,65,718.0170776,Fallon Rd/Exit 35
129N04132,29,20.23283744,20.44797869,0.212620507,I93 SB,Fallon Rd/Exit 35,Fallon Rd/Exit 35,4,65,341.6703583,Fallon Rd/Exit 35
129-04131,30,20.44797869,21.20475418,0.74727929,I93 SB,Fallon Rd/Exit 35,MA-28/Main St/Exit 34,4,65,1202.226497,RT-28/Main St/Exit 34
129N04131,31,21.20475418,21.85609038,0.642171779,I93 SB,MA-28/Main St/Exit 34,MA-28/Main St/Exit 34,4,65,1034.392757,RT-28/Main St/Exit 34
129-04130,32,21.85609038,22.79527526,0.92691353,I93 SB,MA-28/Main St/Exit 34,MA-28/Fellsway/Exit 33,4,65,1491.202801,RT-28/Fellsway West/Exit 33
129N04130,33,22.79527526,23.5439908,0.737388177,I93 SB,MA-28/Fellsway/Exit 33,MA-28/Fellsway/Exit 33,4,55,1188.807953,RT-28/Fellsway West/Exit 33
129-04129,34,23.5439908,23.81824147,0.271549935,I93 SB,MA-28/Fellsway/Exit 33,MA-60/Exit 32,4,55,437.0011218,RT-60/Exit 32
129N04129,35,23.81824147,24.23151499,0.407120824,I93 SB,MA-60/Exit 32,MA-60/Exit 32,4,55,654.9494803,RT-60/Exit 32
129-04128,36,24.23151499,24.59670042,0.359730378,I93 SB,MA-60/Exit 32,Mystic Valley Pkwy/Exit 31,4,55,579.6394564,Mystic Valley Pky/Exit 31
129N04128,37,24.59670042,24.73690289,0.138670928,I93 SB,Mystic Valley Pkwy/Exit 31,Mystic Valley Pkwy/Exit 31,4,55,222.8656019,Mystic Valley Pky/Exit 31
129-04127,38,24.73690289,25.28832445,0.543955181,I93 SB,Mystic Valley Pkwy/Exit 31,Mystic Ave/Exit 30,4,55,875.7249734,Mystic Ave/Exit 30
129N04127,39,25.28832445,25.43154455,0.140648219,I93 SB,Mystic Ave/Exit 30,Mystic Ave/Exit 30,4,55,227.4572341,Mystic Ave/Exit 30
129-14217,40,25.43154455,25.70395131,0.268184403,I93 SB,Mystic Ave/Exit 30,South of Exit 30,4,55,432.4471228,I-93 Hov Ln (North)
129-04126,41,25.70395131,26.17165862,0.461711971,I93 SB,South of Exit 30,MA-28/MA-38/Exit 29,4,55,743.3151909,RT-28/NB Exit 29/SB Exit 28
129N04126,42,26.17165862,26.66458737,0.485677827,I93 SB,MA-28/MA-38/Exit 29,Sullivan Square/Exit 28,3,55,782.6697459,RT-28/NB Exit 29/SB Exit 28
129-04125,43,26.66458737,27.04660914,0.378088143,I93 SB,Sullivan Square/Exit 28,Leverett Connector,3,55,609.6795595,RT-28/NB Exit 28/SB Exit 26A
129N04125,44,27.04660914,27.38175059,0.331133441,I93 SB,Leverett Connector,North of Exit 27,3,45,532.8818436,RT-28/NB Exit 28/SB Exit 26A
129-04124,45,27.38175059,27.98149233,0.590786014,I93 SB,North of Exit 27,US-1/Exit 27,3,45,952.1848791,US-1/Exit 27
129N04124,46,27.98149233,28.05482619,0.072505153,I93 SB,US-1/Exit 27,US-1/Exit 27,3,45,116.434591,US-1/Exit 27
129-04123,47,28.05482619,28.4642807,0.403864225,I93 SB,US-1/Exit 27,Zakim Bridge,4,45,650.4053328,Storrow Dr/Exit 26B
129N04123,48,28.4642807,28.50875633,0.043904066,I93 SB,Zakim Bridge,North of on-ramp from Storrow Drive,4,45,70.64275619,Storrow Dr/Exit 26B
129-04122,49,28.50875633,28.68170295,0.170743974,I93 SB,North of on-ramp from Storrow Drive,Valenti Way,4,45,275.1546102,Causeway St/Exit 25
129N04122,50,28.68170295,28.71269384,0.030510742,I93 SB,Valenti Way,South of Valenti Way,4,45,49.28016776,Causeway St/Exit 25
129-04121,51,28.71269384,29.03485514,0.317776289,I93 SB,South of Valenti Way,South of off-ramp for MA-1A/Exits 24A and B,4,45,512.1511096,RT-1A/Exit 24
129N04121,52,29.03485514,29.06646646,0.030487955,I93 SB,South of off-ramp for MA-1A/Exits 24A and B,North of Government Center on-ramp,4,45,48.98732397,RT-1A/Exit 24
129-04120,53,29.06646646,29.20700217,0.138469808,I93 SB,North of Government Center on-ramp,South of Exit 23/Purchase St/Seaport Blvd,4,45,223.1928873,High St/Congress St/Exit 23
129N04120,54,29.20700217,29.2917614,0.083616096,I93 SB,South of Exit 23/Purchase St/Seaport Blvd,North of West Barrel off-ramp to Exit 22 and I-90 West,4,45,134.9444299,High St/Congress St/Exit 23
129-04119,55,29.2917614,29.78390989,0.484058294,I93 SB,North of West Barrel off-ramp to Exit 22 and I-90 West,Summer St,4,45,779.0943099,Atlantic Ave
129N04119,56,29.78390989,29.79751518,0.014091043,I93 SB,Summer St,Summer St,3,45,21.6485563,Atlantic Ave
129-04118,57,29.79751518,29.83083663,0.032657515,I93 SB,Summer St,North of South St,3,45,52.91733199,South St/Surface Rd
129-04117,58,29.83083663,29.9044652,0.072439584,I93 SB,North of South St,Essex St,3,45,116.8478349,Essex St
129N04117,59,29.9044652,30.0559063,0.148510346,I93 SB,Essex St,North of Kneeland St,3,45,238.9699086,Essex St
129-14199,60,30.0559063,30.08528543,0.02903702,I93 SB,North of Kneeland St,Kneeland St,3,45,46.6477659,Thomas P Tip O'Neill Jr Tunl
129N14199,61,30.08528543,30.16476437,0.07826326,I93 SB,Kneeland St,North of West Barrel on-ramp,4,45,126.2576561,Thomas P Tip O'Neill Jr Tunl
129-04116,62,30.16476437,30.20797717,0.042483582,I93 SB,North of West Barrel on-ramp,North of West Barrel on-ramp,4,45,68.68686163,I-90/Massachusetts Pike/Exit 20
129N04116,63,30.20797717,30.46694062,0.256175274,I93 SB,North of West Barrel on-ramp,West Barrel on-ramp,5,45,411.8474111,I-90/Massachusetts Pike/Exit 20
129-04115,64,30.46694062,30.87963995,0.407790999,I93 SB,West Barrel on-ramp,Massachusetts Ave/Exit 18,5,45,656.3611825,Massachusetts Ave/Exit 18
129N04115,65,30.87963995,31.5062434,0.619048027,I93 SB,Massachusetts Ave/Exit 18,Massachusetts Ave/Exit 18,5,45,996.7954151,Massachusetts Ave/Exit 18
129-04114,66,31.5062434,31.57702645,0.069672184,I93 SB,Massachusetts Ave/Exit 18,Southampton St/Exit 16,4,45,112.447002,Southampton St/Exit 16
129N04114,67,31.57702645,31.77655413,0.196673371,I93 SB,Southampton St/Exit 16,Southampton St/Exit 16,4,45,316.8944037,Southampton St/Exit 16
129-04113,68,31.77655413,32.13508046,0.353547645,I93 SB,Southampton St/Exit 16,Columbia Rd/Exit 15,4,45,569.4652239,Columbia Rd/Exit 15
129N04113,69,32.13508046,32.51940359,0.37924728,I93 SB,Columbia Rd/Exit 15,Columbia Rd/Exit 15,4,55,610.3040326,Columbia Rd/Exit 15
129-04112,70,32.51940359,33.71558742,1.180565578,I93 SB,Columbia Rd/Exit 15,Morrissey Blvd/Exit 14,4,55,1899.209022,Morrissey Blvd/Exit 14
129N04112,71,33.71558742,33.83409022,0.116517597,I93 SB,Morrissey Blvd/Exit 14,Morrissey Blvd/Exit 14,4,55,188.2253648,Morrissey Blvd/Exit 14
129-04111,72,33.83409022,34.05563165,0.219181731,I93 SB,Morrissey Blvd/Exit 14,Freeport St/Exit 13,4,55,352.3015841,Freeport St/Exit 13
129N04111,73,34.05563165,34.19447081,0.136870918,I93 SB,Freeport St/Exit 13,Freeport St/Exit 13,4,55,220.508086,Freeport St/Exit 13
129-04110,74,34.19447081,34.67618949,0.475603779,I93 SB,Freeport St/Exit 13,Morrissey Blvd/Neponset Ave,4,55,765.4479615,Morrissey Blvd/Neponset Ave
129N04110,75,34.67618949,34.88547416,0.206393232,I93 SB,Morrissey Blvd/Neponset Ave,Morrissey Blvd/Neponset Ave,4,55,332.4274639,Morrissey Blvd/Neponset Ave
129-04109,76,34.88547416,35.13325882,0.244997628,I93 SB,Exit 12/MA-3A/MA-203,Exit 12/MA-3A/MA-203,4,55,394.284725,RT-203/Gallivan Blvd/Exit 12
129N04109,77,35.13325882,35.40852527,0.27243474,I93 SB,Exit 12/MA-3A/MA-203,Hallet St,4,55,437.2625019,RT-203/Gallivan Blvd/Exit 12
129-04108,78,35.40852527,35.75369598,0.340199,I93 SB,Hallet St,Granite Ave/Exit 11,4,55,548.1722854,Granite Ave/Exit 11
129N04108,79,35.75369598,36.0873037,0.328873622,I93 SB,Granite Ave/Exit 11,Granite Ave/Exit 11,4,55,528.6292463,Granite Ave/Exit 11
129-04107,80,36.0873037,36.66905257,0.573536848,I93 SB,Granite Ave/Exit 11,Squantum St/Exit 10,4,55,923.7421542,Squantum St/Exit 10
129N04107,81,36.66905257,36.77522329,0.104604126,I93 SB,Squantum St/Exit 10,Squantum St/Exit 10,4,55,168.6181661,Squantum St/Exit 10
129-04106,82,36.77522329,37.33319309,0.550284024,I93 SB,Squantum St/Exit 10,Bryant Ave/Exit 9,4,55,886.2322043,Bryant Ave/Exit 9
129N04106,83,37.33319309,37.50103919,0.165266997,I93 SB,Bryant Ave/Exit 9,Bryant Ave/Exit 9,4,55,266.8457989,Bryant Ave/Exit 9
129-04105,84,37.50103919,38.13878586,0.629298848,I93 SB,Bryant Ave/Exit 9,Furnace Brook Pkwy/Exit 8,4,55,1013.413095,Furnace Brook Pky/Exit 8
129N04105,85,38.13878586,38.79496422,0.647768457,I93 SB,Furnace Brook Pkwy/Exit 8,Furnace Brook Pkwy/Exit 8,4,55,1042.057394,Furnace Brook Pky/Exit 8
129-04104,86,38.79496422,39.37506013,0.572926078,I93 SB,Furnace Brook Pkwy/Exit 8,MA-3/Exit 7,4,55,921.3636625,RT-3/Exit 7
129N04104,87,39.37506013,39.90786855,0.525730903,I93 SB,MA-3/Exit 7,MA-3/Exit 7,2,55,846.3839642,RT-3/Exit 7
129-04103,88,39.90786855,40.20896213,0.296529505,I93 SB,MA-3/Exit 7,MA-37/Granite St/Exit 6,4,55,478.2585318,RT-37/Granite St/Exit 6
129N04103,89,40.20896213,40.4309703,0.218916797,I93 SB,MA-37/Granite St/Exit 6,MA-37/Granite St/Exit 6,4,55,352.3293271,RT-37/Granite St/Exit 6
129-04102,90,40.4309703,42.17070928,1.714329668,I93 SB,MA-37/Granite St/Exit 6,MA-28/Randolph Ave/Exit 5,4,55,2763.257684,RT-28/Randolph Ave/Exit 5
129N04102,91,42.17070928,42.639759,0.461802723,I93 SB,MA-28/Randolph Ave/Exit 5,MA-28/Randolph Ave/Exit 5,4,55,744.9328463,RT-28/Randolph Ave/Exit 5
129-04101,92,42.639759,42.84273508,0.199496195,I93 SB,MA-28/Randolph Ave/Exit 5,MA-24/Exit 4,4,55,322.4048734,RT-24/Exit 4
129N04101,93,42.84273508,43.53701295,0.682513344,I93 SB,MA-24/Exit 4,MA-24/Exit 4,3,55,1102.513178,RT-24/Exit 4
129-04100,94,43.53701295,43.87772431,0.334599781,I93 SB,MA-24/Exit 4,Ponkapoag Trail/Exit 3,3,55,540.759941,Ponkapoag Trl/Exit 3
129N04100,95,43.87772431,44.37729315,0.491920648,I93 SB,Ponkapoag Trail/Exit 3,Ponkapoag Trail/Exit 3,3,55,793.476787,Ponkapoag Trl/Exit 3
129-04099,96,44.37729315,44.97771567,0.590601361,I93 SB,Ponkapoag Trail/Exit 3,MA-138/Washington St/Exit 2,3,55,953.754804,RT-138/Washington St/Exit 2
129N04099,97,44.97771567,45.4882112,0.502309735,I93 SB,MA-138/Washington St/Exit 2,MA-138/Washington St/Exit 2,3,55,810.7367182,RT-138/Washington St/Exit 2
129-04098,98,45.4882112,46.06930298,0.570660858,I93 SB,MA-138/Washington St/Exit 2,I-95/Exit 1,3,55,922.7097813,I-95/Exit 1
129N04098,99,46.06930298,46.51030001,0.553160521,I93 SB,I-95/Exit 1,I-95/Exit 1,3,55,891.8975395,I-95/Exit 1
