tmc,seq_num,from_meas,to_meas,distance,route_id,seg_begin,seg_end,lanes,spd_limit,shape_Length,firstnm
129-04365,71,48.03083804,49.56719292,1.511471458,I95 SB,Totten Pond Rd/Winter St/Exit 27,US-20/Weston St/Exit 26,4,55,2431.138603,US-20/Weston St/Exit 26
129N04365,72,49.56719292,49.98478952,0.410968241,I95 SB,US-20/Weston St/Exit 26,US-20/Weston St/Exit 26,4,55,660.8566138,US-20/Weston St/Exit 26
129-04364,73,49.98478952,51.52206245,1.511256336,I95 SB,US-20/Weston St/Exit 26,I-90/Massachusetts Tpke/Exit 25,4,55,2432.262291,I-90/Mass Pike/Exit 25
129N04364,74,51.52206245,51.76434523,0.238430914,I95 SB,I-90/Massachusetts Tpke/Exit 25,MA-30/Exit 24,4,55,383.5553177,I-90/Mass Pike/Exit 25
129-04363,75,51.76434523,51.79045954,0.026061613,I95 SB,MA-30/Exit 24,MA-30/Exit 24,4,55,41.3465719,RT-30/Exit 24
129N04363,76,51.79045954,51.92089846,0.128597861,I95 SB,MA-30/Exit 24,MA-30/Exit 24,4,55,206.4934839,RT-30/Exit 24
129-04362,77,51.92089846,51.93472358,0.010958922,I95 SB,MA-30/Exit 24,MA-30/Exit 24,4,55,21.8785091,I-90/Mass Pike/Exit 23
129N04362,78,51.93472358,52.64246862,0.695763582,I95 SB,MA-30/Exit 24,Exit 22 / Grove Street,4,55,1120.345994,I-90/Mass Pike/Exit 23
129-04361,79,52.64246862,52.694735,0.051052859,I95 SB,Exit 22 / Grove Street,Exit 22 / Grove Street,4,55,82.75212108,Grove St/Exit 22
129N04361,80,52.694735,52.71083727,0.016789965,I95 SB,Grove St/Exit 22,Grove St/Exit 22,4,55,25.03288253,Grove St/Exit 22
129-04360,81,52.71083727,52.99770258,0.282133813,I95 SB,Grove St/Exit 22,MA-16/Washington St/Exit 21,4,55,454.4535557,RT-16/Washington St/Exit 21
129N04360,82,52.99770258,53.35976506,0.355561847,I95 SB,MA-16/Washington St/Exit 21,MA-16/Washington St/Exit 21,4,55,572.8426115,RT-16/Washington St/Exit 21
129-04359,83,53.35976506,54.22848046,0.853317961,I95 SB,MA-16/Washington St/Exit 21,MA-9/Worcester St/Exit 20,4,55,1374.285302,RT-9/Worcester St/Exit 20
129N04359,84,54.22848046,54.64514133,0.412099392,I95 SB,MA-9/Worcester St/Exit 20,MA-9/Worcester St/Exit 20,4,55,663.2952062,RT-9/Worcester St/Exit 20
129-04358,85,54.64514133,55.17339137,0.519475139,I95 SB,MA-9/Worcester St/Exit 20,Highland Ave/Exit 19,3,55,835.8533728,Highland Ave/Exit 19
129N04358,86,55.17339137,56.58766122,1.385148631,I95 SB,Highland Ave/Exit 19,Highland Ave/Exit 19,3,55,2229.648533,Highland Ave/Exit 19
129-04357,87,56.58766122,58.38495554,1.76700915,I95 SB,Highland Ave/Exit 19,Great Plain Ave/Exit 18,3,55,2844.299863,Great Plain Ave/Exit 18
129N04357,88,58.38495554,58.50296718,0.1160401,I95 SB,Great Plain Ave/Exit 18,Great Plain Ave/Exit 18,3,55,186.7998464,Great Plain Ave/Exit 18
129-04356,89,58.50296718,58.85149059,0.343192266,I95 SB,Great Plain Ave/Exit 18,MA-135/West St/Exit 17,3,55,551.7337237,RT-135/West St/Exit 17
129N04356,90,58.85149059,59.0102736,0.155884528,I95 SB,MA-135/West St/Exit 17,MA-135/West St/Exit 17,3,55,251.4389255,RT-135/West St/Exit 17
129-04355,91,59.0102736,60.1818871,1.152708007,I95 SB,MA-135/West St/Exit 17,MA-109/High St/Exit 16,3,55,1853.730758,RT-109/High St/Exit 16
129N04355,92,60.1818871,60.71244668,0.521087554,I95 SB,MA-109/High St/Exit 16,MA-109/High St/Exit 16,3,55,839.7131746,RT-109/High St/Exit 16
129-04354,93,60.71244668,61.86610141,1.133506986,I95 SB,MA-109/High St/Exit 16,MA-1A/Exit 15,3,55,1826.244127,US-1 (Dedham)/Exit 15
129N04354,94,61.86610141,62.35774505,0.483837241,I95 SB,MA-1A/Exit 15,MA-1A/Exit 15,3,55,778.270279,US-1 (Dedham)/Exit 15
129-04353,95,62.35774505,62.47666122,0.115885404,I95 SB,MA-1A/Exit 15,Canton St/East St/Exit 14,3,55,188.1923152,Canton St/East St/Exit 14
129N04353,96,62.47666122,63.06516562,0.578206922,I95 SB,Canton St/East St/Exit 14,Canton St/East St/Exit 14,3,55,931.3855576,Canton St/East St/Exit 14
129-04352,97,63.06516562,63.85946786,0.779519232,I95 SB,Canton St/East St/Exit 14,University Ave/Exit 13,3,55,1256.78459,University Ave/Exit 13
129N04352,98,63.85946786,64.07954587,0.216495929,I95 SB,University Ave/Exit 13,University Ave/Exit 13,3,55,348.5822696,University Ave/Exit 13
129-04351,99,64.07954587,64.45736326,0.369879197,I95 SB,University Ave/Exit 13,I-93/Exit 12,4,55,597.1163462,I-93 (Canton)/Exit 12
129N04351,100,64.45736326,64.81903272,0.353979137,I95 SB,I-93/Exit 12,I-93/Exit 12,3,50,569.5262192,I-93 (Canton)/Exit 12
129-04350,101,64.81903272,67.36336284,2.501247653,I95 SB,I-93/Exit 12,Neponset St/Exit 11,3,65,4026.842061,Neponset St/Exit 11
129N04350,102,67.36336284,67.93453299,0.56123437,I95 SB,Neponset St/Exit 11,Neponset St/Exit 11,3,65,903.9641475,Neponset St/Exit 11
129-04349,103,67.93453299,69.5467488,1.584984378,I95 SB,Neponset St/Exit 11,Coney St/Exit 10,3,65,2551.464262,Coney St/Exit 10
129N04349,104,69.5467488,69.91658833,0.364893696,I95 SB,Coney St/Exit 10,Coney St/Exit 10,3,65,585.31409,Coney St/Exit 10
129-04348,105,69.91658833,71.54203628,1.596622841,I95 SB,Coney St/Exit 10,US-1/Exit 9,3,65,2572.316429,US-1 (Sharon)/Exit 9
129N04348,106,71.54203628,72.04858601,0.498651516,I95 SB,US-1/Exit 9,US-1/Exit 9,3,65,801.6542959,US-1 (Sharon)/Exit 9
129-04347,107,72.04858601,74.24334866,2.160192392,I95 SB,US-1/Exit 9,Main St/Mechanic St/Exit 8,3,65,3473.661544,Main St/Mechanic St/Exit 8
129N04347,108,74.24334866,74.48659377,0.239037245,I95 SB,Main St/Mechanic St/Exit 8,Main St/Mechanic St/Exit 8,3,65,385.0006445,Main St/Mechanic St/Exit 8
129-04346,109,74.48659377,77.91407937,3.372655271,I95 SB,Main St/Mechanic St/Exit 8,MA-140/Commercial St/Exit 7,3,65,5424.64882,RT-140/Commercial St/Exit 7
129N04346,110,77.91407937,78.43944659,0.516823645,I95 SB,MA-140/Commercial St/Exit 7,MA-140/Commercial St/Exit 7,3,65,831.5177705,RT-140/Commercial St/Exit 7
129-04345,111,78.43944659,79.30600772,0.851014785,I95 SB,MA-140/Commercial St/Exit 7,I-495/Exit 6,3,65,1371.101911,I-495/Exit 6
129N04345,112,79.30600772,79.88031742,0.564583214,I95 SB,I-495/Exit 6,I-495/Exit 6,3,65,909.4518511,I-495/Exit 6
129-04344,113,79.88031742,84.12243121,4.172937051,I95 SB,I-495/Exit 6,Robert Toner Blvd/Exit 5,4,65,6713.979795,Robert Toner Blvd/Exit 5
129N04344,114,84.12243121,84.32427543,0.199275747,I95 SB,Robert Toner Blvd/Exit 5,Robert Toner Blvd/Exit 5,3,65,319.5114662,Robert Toner Blvd/Exit 5
129-04343,115,84.32427543,85.17693501,0.838517619,I95 SB,Robert Toner Blvd/Exit 5,I-295/Exit 4,3,65,1349.669836,I-295/Exit 4
129N04343,116,85.17693501,85.70327171,0.517778439,I95 SB,I-295/Exit 4,I-295/Exit 4,3,65,833.1436779,I-295/Exit 4
129-04342,117,85.70327171,86.89222568,1.169041379,I95 SB,I-295/Exit 4,MA-123/South Ave/Exit 3,3,65,1881.699637,RT-123/South Ave/Exit 3
129N04342,118,86.89222568,87.22387927,0.326683845,I95 SB,MA-123/South Ave/Exit 3,MA-123/South Ave/Exit 3,3,65,524.9889414,RT-123/South Ave/Exit 3
129-04341,119,87.22387927,89.8627544,2.593280282,I95 SB,MA-123/South Ave/Exit 3,US-1 Alt/Newport Ave/Exit 2,3,65,4176.511743,RT-1A/Newport Ave/Exit 2
129N04341,120,89.8627544,90.46435376,0.590193654,I95 SB,US-1 Alt/Newport Ave/Exit 2,US-1 Alt/Newport Ave/Exit 2,3,65,952.1193574,RT-1A/Newport Ave/Exit 2
129-04340,121,90.46435376,90.69721042,0.227593396,I95 SB,US-1 Alt/Newport Ave/Exit 2,US-1/Exit 1,3,65,368.5374653,US-1 (Attleboro)/Exit 1
129N04340,122,90.69721042,90.93350598,0.231134232,I95 SB,US-1/Exit 1,US-1/Exit 1,3,65,374.0000226,US-1 (Attleboro)/Exit 1
129-04339,123,90.93350598,91.26970053,0.329561461,I95 SB,US-1/Exit 1,North of Rhode Island State Line,3,65,532.0168681,Mass/Rhode Island State Line
129N04339,124,91.26970053,91.37050001,0.10175936,I95 SB,North of Rhode Island State Line,Rhode Island State Line,3,65,164.3283762,Mass/Rhode Island State Line
